4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,4fd0c566-e25e-4d51-96ca-57cc46940593,4fd0c566-e25e-4d51-96ca-57cc46940593.3.6,고장,급작 고장,급작 발생,,2025-11-11,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-14,prefault_cond_ae,120,217,96,0,0,1,0,0,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,4fd0c566-e25e-4d51-96ca-57cc46940593,4fd0c566-e25e-4d51-96ca-57cc46940593.4.10,고장,급작 고장,급작 발생,,2025-11-11,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-15,prealarm_cond_hs_mid_or_hi,119,58,17,0,0,0,0,0,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,4fd0c566-e25e-4d51-96ca-57cc46940593,4fd0c566-e25e-4d51-96ca-57cc46940593.4.2,고장,급작 고장,급작 발생,,2025-11-11,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-14,prealarm_cond_ae_mid_or_hi,120,102,32,0,0,1,0,0,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,4fd0c566-e25e-4d51-96ca-57cc46940593,4fd0c566-e25e-4d51-96ca-57cc46940593.4.22,고장,급작 고장,급작 발생,,2025-11-13,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-17,prealarm_cond_ae_mid_or_hi,119,54,19,0,0,1,0,0,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.2,고장,급작 고장,급작 발생,,2025-11-11,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-17,prealarm_cond_ae_mid_or_hi,117,38,5,0,0,1,0,1,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.3,고장,급작 고장,급작 발생,,2025-11-11,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-16,prealarm_cond_hs_mid_or_hi,118,79,15,0,0,1,0,1,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.4,고장,급작 고장,급작 발생,,2025-11-11,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-14,prealarm_cond_hs_mid_or_hi,120,39,13,0,0,1,0,1,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.5,고장,급작 고장,급작 발생,,2025-11-11,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-16,prealarm_cond_hs_mid_or_hi,118,41,7,0,0,1,0,1,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.6,고장,급작 고장,급작 발생,,2025-11-11,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-14,prealarm_cond_hs_mid_or_hi,120,37,10,0,0,1,0,0,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.7,고장,급작 고장,급작 발생,,2025-11-11,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-15,prealarm_cond_dtw_mid_or_hi,119,48,7,0,0,1,0,1,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.8,고장,급작 고장,급작 발생,,2025-11-11,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-16,prealarm_cond_ae_mid_or_hi,118,45,16,0,0,1,0,1,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.9,고장,급작 고장,급작 발생,,2025-11-11,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-16,prealarm_cond_ae_mid_or_hi,118,51,16,0,0,1,0,0,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.10,고장,급작 고장,급작 발생,,2025-11-11,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-15,prealarm_cond_ae_mid_or_hi,119,88,27,0,0,1,0,1,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.11,고장,급작 고장,급작 발생,,2025-11-11,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-18,prealarm_cond_ae_mid_or_hi,116,54,18,0,0,1,0,0,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.12,고장,급작 고장,급작 발생,,2025-11-11,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-14,prealarm_cond_ae_mid_or_hi,120,116,36,0,0,1,0,0,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.2,고장,급작 고장,급작 발생,,2025-11-13,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-20,prealarm_cond_hs_mid_or_hi,116,44,19,0,0,1,0,0,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.3,고장,급작 고장,급작 발생,,2025-11-11,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-14,prealarm_cond_dtw_mid_or_hi,120,81,27,0,0,1,0,0,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.4,고장,급작 고장,급작 발생,,2025-11-13,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-16,prealarm_cond_ae_mid_or_hi,120,59,15,0,0,1,0,0,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.5,고장,급작 고장,급작 발생,,2025-11-13,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-20,prealarm_cond_hs_mid_or_hi,116,52,17,0,0,1,0,0,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.6,고장,급작 고장,급작 발생,,2025-11-13,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-17,prealarm_cond_dtw_mid_or_hi,119,68,29,0,0,1,0,0,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.7,고장,급작 고장,급작 발생,,2025-11-12,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-19,prealarm_cond_hs_mid_or_hi,116,64,16,0,0,1,0,0,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.8,고장,급작 고장,급작 발생,,2025-11-13,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-21,prealarm_cond_hs_mid_or_hi,115,105,42,0,0,1,0,0,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.9,고장,급작 고장,급작 발생,,2025-11-11,0,runtime_trigger_only,0,trigger_only_to_precursor,review_persistent_secondary_only,2025-07-15,prealarm_cond_hs_mid_or_hi,119,88,14,0,0,1,0,0,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff.0.0,고장,전조형 고장,급격 종료,2024-11-06,2024-12-05,29,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-06,prealarm_cond_hs_mid_or_hi,29,24,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff.0.1,고장,전조형 고장,급격 종료,2024-11-06,2024-12-05,29,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-06,prealarm_cond_hs_mid_or_hi,29,11,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff.0.2,고장,전조형 고장,급격 종료,2024-11-07,2024-12-05,28,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-07,prealarm_cond_hs_mid_or_hi,28,7,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff.0.3,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-06,31,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,31,27,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff.0.4,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-06,31,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_hs_mid_or_hi,31,28,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff.1.0,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-05,30,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_hs_mid_or_hi,30,8,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff.1.1,고장,전조형 고장,진행성 악화,2024-11-08,2024-12-05,27,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-08,prealarm_cond_hs_mid_or_hi,27,17,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff.1.2,고장,전조형 고장,진행성 악화,2024-11-09,2024-12-05,26,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-09,prealarm_cond_ae_mid_or_hi,26,11,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff.1.3,고장,전조형 고장,진행성 악화,2024-11-06,2024-12-05,29,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-06,prealarm_cond_ae_mid_or_hi,29,17,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff.1.4,고장,전조형 고장,진행성 악화,2024-11-09,2024-12-05,26,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-09,prealarm_cond_ae_mid_or_hi,26,12,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff.2.0,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-06,31,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_dtw_mid_or_hi,31,18,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff.2.1,고장,전조형 고장,급격 종료,2024-11-06,2024-12-05,29,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-06,prealarm_cond_hs_mid_or_hi,29,16,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff.2.2,고장,전조형 고장,급격 종료,2024-11-06,2024-12-05,29,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-06,prealarm_cond_hs_mid_or_hi,29,14,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff.2.3,고장,전조형 고장,진행성 악화,2024-11-08,2024-12-06,28,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-08,prealarm_cond_hs_mid_or_hi,28,15,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff,21ca22d1-a6fb-40cd-805c-cd3dcfcbb4ff.2.4,고장,전조형 고장,진행성 악화,2024-11-08,2024-12-06,28,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-08,prealarm_cond_hs_mid_or_hi,28,18,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,45dfa600-79b7-428e-95d3-22345a068986,45dfa600-79b7-428e-95d3-22345a068986.1.0,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-29,54,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,54,86,0,1,0,1,0,0,BR008: audit_provenance_only; audit/provenance only and no event flip
