4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,4fd0c566-e25e-4d51-96ca-57cc46940593,4fd0c566-e25e-4d51-96ca-57cc46940593.3.6,,2025-11-11,0,prefault_cond_ae,217,96,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,4fd0c566-e25e-4d51-96ca-57cc46940593,4fd0c566-e25e-4d51-96ca-57cc46940593.4.10,,2025-11-11,0,prealarm_cond_hs_mid_or_hi,58,17,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,4fd0c566-e25e-4d51-96ca-57cc46940593,4fd0c566-e25e-4d51-96ca-57cc46940593.4.2,,2025-11-11,0,prealarm_cond_ae_mid_or_hi,102,32,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,4fd0c566-e25e-4d51-96ca-57cc46940593,4fd0c566-e25e-4d51-96ca-57cc46940593.4.22,,2025-11-13,0,prealarm_cond_ae_mid_or_hi,54,19,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.2,,2025-11-11,0,prealarm_cond_ae_mid_or_hi,38,5,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.3,,2025-11-11,0,prealarm_cond_hs_mid_or_hi,79,15,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.4,,2025-11-11,0,prealarm_cond_hs_mid_or_hi,39,13,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.5,,2025-11-11,0,prealarm_cond_hs_mid_or_hi,41,7,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.6,,2025-11-11,0,prealarm_cond_hs_mid_or_hi,37,10,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.7,,2025-11-11,0,prealarm_cond_dtw_mid_or_hi,48,7,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.8,,2025-11-11,0,prealarm_cond_ae_mid_or_hi,45,16,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.9,,2025-11-11,0,prealarm_cond_ae_mid_or_hi,51,16,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.10,,2025-11-11,0,prealarm_cond_ae_mid_or_hi,88,27,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.11,,2025-11-11,0,prealarm_cond_ae_mid_or_hi,54,18,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.12,,2025-11-11,0,prealarm_cond_ae_mid_or_hi,116,36,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.2,,2025-11-13,0,prealarm_cond_hs_mid_or_hi,44,19,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.3,,2025-11-11,0,prealarm_cond_dtw_mid_or_hi,81,27,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.4,,2025-11-13,0,prealarm_cond_ae_mid_or_hi,59,15,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.5,,2025-11-13,0,prealarm_cond_hs_mid_or_hi,52,17,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.6,,2025-11-13,0,prealarm_cond_dtw_mid_or_hi,68,29,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.7,,2025-11-12,0,prealarm_cond_hs_mid_or_hi,64,16,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.8,,2025-11-13,0,prealarm_cond_hs_mid_or_hi,105,42,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
4,blocked_cluster_risk,counterexample_cluster_review,동일 root cluster의 persistent secondary-only false-positive 위험을 반례로 유지,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.9,,2025-11-11,0,prealarm_cond_hs_mid_or_hi,88,14,BR008: persistent secondary-only candidate; blocked from promotion by cluster false-positive risk
